STT;Course_ID;Course_Name;Credit;Type;Kind;Spec_Name;Major_Name;Major_Code;Spec_Code
40;RMD3001;Scientific Research Methodology;2;Specialized;Elective;Management Information Technology;Management Information System;7340405;734040501
41;MIS3047;Business process management;3;Specialized;Elective;Management Information Technology;Management Information System;7340405;734040501
42;MIS3011;Enterprise Resource Planning;3;Specialized;Elective;Management Information Technology;Management Information System;7340405;734040501
43;MIS3034;Enterprise Resource Planning - Practice;2;Specialized;Elective;Management Information Technology;Management Information System;7340405;734040501
44;MIS3041;Python for Data Analysis;3;Specialized;Elective;Management Information Technology;Management Information System;7340405;734040501
45;ELC3006;Machine Learning;3;Specialized;Elective;Management Information Technology;Management Information System;7340405;734040501
46;ELC3009;Web Data Mining;3;Specialized;Elective;Management Information Technology;Management Information System;7340405;734040501
47;ELC3008;Artificial Intelligence for Business;3;Specialized;Elective;Management Information Technology;Management Information System;7340405;734040501
48;MIS3009;Data Warehousing and Data Mining;3;Specialized;Elective;Management Information Technology;Management Information System;7340405;734040501
49;MIS3012;Network Administrator;3;Specialized;Elective;Management Information Technology;Management Information System;7340405;734040501
50;MIS3046;Software design templates;2;Specialized;Elective;Management Information Technology;Management Information System;7340405;734040501
51;MIS3032;Application Programming - Practice;2;Specialized;Elective;Management Information Technology;Management Information System;7340405;734040501
52;MIS3003;Safety and Security of Information Systems;3;Specialized;Elective;Management Information Technology;Management Information System;7340405;734040501
53;MIS2010;Awareness Internship;2;Specialized;Elective;Management Information Technology;Management Information System;7340405;734040501
54;MIS3003;Safety and Security of Information Systems;3;Specialized;Compulsory;Information Systems Management;Management Information System;7340405;734040502
55;MIS3004;IT Project Management;3;Specialized;Compulsory;Information Systems Management;Management Information System;7340405;734040502
56;MIS3009;Data Warehousing and Data Mining;3;Specialized;Compulsory;Information Systems Management;Management Information System;7340405;734040502
57;MIS3011;Enterprise Resource Planning;3;Specialized;Compulsory;Information Systems Management;Management Information System;7340405;734040502
58;MIS3041;Python for Data Analysis;3;Specialized;Compulsory;Information Systems Management;Management Information System;7340405;734040502
59;MIS3047;Business process management;3;Specialized;Compulsory;Information Systems Management;Management Information System;7340405;734040502
60;MIS2012;Career Internship;3;Specialized;Compulsory;Information Systems Management;Management Information System;7340405;734040502
61;MIS3030;Information System Analysis and Design - Practice;2;Specialized;Elective;Information Systems Management;Management Information System;7340405;734040502
62;RMD3001;Scientific Research Methodology;2;Specialized;Elective;Information Systems Management;Management Information System;7340405;734040502
63;MGT3003;Operation Management;3;Specialized;Elective;Information Systems Management;Management Information System;7340405;734040502
64;HRM3001;Human Resource Management;3;Specialized;Elective;Information Systems Management;Management Information System;7340405;734040502
65;COM3003;Customer Relationship Management;3;Specialized;Elective;Information Systems Management;Management Information System;7340405;734040502
66;ACC2002;Management Accounting;3;Specialized;Elective;Information Systems Management;Management Information System;7340405;734040502
67;MGT3020;Digital Transformation;3;Specialized;Elective;Information Systems Management;Management Information System;7340405;734040502
68;MIS3034;Enterprise Resource Planning - Practice;2;Specialized;Elective;Information Systems Management;Management Information System;7340405;734040502
69;ELC3006;Machine Learning;3;Specialized;Elective;Information Systems Management;Management Information System;7340405;734040502
70;ELC3009;Web Data Mining;3;Specialized;Elective;Information Systems Management;Management Information System;7340405;734040502
71;ELC3007;Data Visualization;3;Specialized;Elective;Information Systems Management;Management Information System;7340405;734040502
72;ELC3008;Artificial Intelligence for Business;3;Specialized;Elective;Information Systems Management;Management Information System;7340405;734040502
73;MIS3010;Web Programming;3;Specialized;Elective;Information Systems Management;Management Information System;7340405;734040502
74;MIS3048;Web Design;3;Specialized;Elective;Information Systems Management;Management Information System;7340405;734040502
75;MIS3021;Software Testing;3;Specialized;Elective;Information Systems Management;Management Information System;7340405;734040502
76;MIS3012;Network Administrator;3;Specialized;Elective;Information Systems Management;Management Information System;7340405;734040502
77;MIS3032;Application Programming - Practice;2;Specialized;Elective;Information Systems Management;Management Information System;7340405;734040502
78;MIS2010;Awareness Internship;2;Specialized;Elective;Information Systems Management;Management Information System;7340405;734040502
79;MIS3051;Introduction to Artificial Intelligence;3;Specialized;Compulsory;Artificial Intelligence for Business;Management Information System;7340405;734040503
80;MIS3052;Applied Mathematics in AI;3;Specialized;Compulsory;Artificial Intelligence for Business;Management Information System;7340405;734040503
81;ELC3006;Machine Learning;3;Specialized;Compulsory;Artificial Intelligence for Business;Management Information System;7340405;734040503
82;ELC3005;Introduction to Big Data;3;Specialized;Compulsory;Artificial Intelligence for Business;Management Information System;7340405;734040503
83;MIS3053;Natural Language Processing;3;Specialized;Compulsory;Artificial Intelligence for Business;Management Information System;7340405;734040503
84;MIS3054;Deep Learning for Business Applications;3;Specialized;Compulsory;Artificial Intelligence for Business;Management Information System;7340405;734040503
85;MIS2012;Career Internship;3;Specialized;Compulsory;Artificial Intelligence for Business;Management Information System;7340405;734040503
86;MIS3055;Artificial Intelligence Ethics and Social Responsibility;2;Specialized;Elective;Artificial Intelligence for Business;Management Information System;7340405;734040503
87;ELC3009;Web Data Mining;3;Specialized;Elective;Artificial Intelligence for Business;Management Information System;7340405;734040503
88;MIS3056;Recommendation Systems;3;Specialized;Elective;Artificial Intelligence for Business;Management Information System;7340405;734040503
89;MGT3020;Digital Transformation;3;Specialized;Elective;Artificial Intelligence for Business;Management Information System;7340405;734040503
90;RMD3001;Scientific Research Methodology;2;Specialized;Elective;Artificial Intelligence for Business;Management Information System;7340405;734040503
91;MIS3048;Web Design;3;Specialized;Elective;Artificial Intelligence for Business;Management Information System;7340405;734040503
92;MIS3010;Web programming;3;Specialized;Elective;Artificial Intelligence for Business;Management Information System;7340405;734040503
93;MIS3003;Safety and Security of Information Systems;3;Specialized;Elective;Artificial Intelligence for Business;Management Information System;7340405;734040503
94;MIS3011;Enterprise Resource Planning;3;Specialized;Elective;Artificial Intelligence for Business;Management Information System;7340405;734040503
95;MIS3004;IT Project Management;3;Specialized;Elective;Artificial Intelligence for Business;Management Information System;7340405;734040503
96;ELC3007;Data Visualization;3;Specialized;Elective;Artificial Intelligence for Business;Management Information System;7340405;734040503
97;MIS3041;Python for Data Analysis;3;Specialized;Elective;Artificial Intelligence for Business;Management Information System;7340405;734040503
98;MIS3009;Data Warehousing and Data Mining;3;Specialized;Elective;Artificial Intelligence for Business;Management Information System;7340405;734040503
99;MIS3043;Big Data Analytics Tools;3;Specialized;Elective;Artificial Intelligence for Business;Management Information System;7340405;734040503
100;MIS3047;Business process management;3;Specialized;Elective;Artificial Intelligence for Business;Management Information System;7340405;734040503
101;MIS2010;Awareness Internship;2;Specialized;Elective;Artificial Intelligence for Business;Management Information System;7340405;734040503
102;MIS4001;Graduation Internship Report;4;Specialized;Elective;;Management Information System;7340405;
103;MIS4002;Graduation Thesis;10;Specialized;Elective;;Management Information System;7340405;
104;MIS4099;Graduation Project;10;Specialized;Elective;;Management Information System;7340405;
1;SMT1005;Marxist-Leninist Philosophy;3;General;Compulsory;;Tourism and Travel Management;7810103;
2;SMT1006;Political Economics of Marxism-Leninism;2;General;Compulsory;;Tourism and Travel Management;7810103;
3;SMT1007;Scientific Socialism;2;General;Compulsory;;Tourism and Travel Management;7810103;
4;SMT1008;History of Vietnamese Communist Party;2;General;Compulsory;;Tourism and Travel Management;7810103;
5;SMT1004;Ho Chi Minh Thought;2;General;Compulsory;;Tourism and Travel Management;7810103;
6;LAW1001;General Law;2;General;Compulsory;;Tourism and Travel Management;7810103;
7;TOU1001;Business Communication;3;General;Compulsory;;Tourism and Travel Management;7810103;
8;MGT1001;Microeconomics;3;General;Compulsory;;Tourism and Travel Management;7810103;
9;ECO1001;Macroeconomics;3;General;Compulsory;;Tourism and Travel Management;7810103;
10;MGT1002;Management;3;General;Compulsory;;Tourism and Travel Management;7810103;
11;ENGELE1;English Elementary 1;3;General;Compulsory;;Tourism and Travel Management;7810103;
12;ENGELE2;English Elementary 2;4;General;Compulsory;;Tourism and Travel Management;7810103;
13;ENG2015;English Communication 1;3;General;Compulsory;;Tourism and Travel Management;7810103;
14;ENG2016;English Communication 2 ;3;General;Compulsory;;Tourism and Travel Management;7810103;
15;ENG2017;English Composition B1 ;2;General;Compulsory;;Tourism and Travel Management;7810103;
16;HRM2001;Organizational Behavior;3;Fundamental ;Compulsory;;Tourism and Travel Management;7810103;
17;MIS2002;Management Information Systems;3;Fundamental ;Compulsory;;Tourism and Travel Management;7810103;
18;IBS2001;International Business;3;Fundamental ;Compulsory;;Tourism and Travel Management;7810103;
19;MKT2001;Principles of Marketing;3;Fundamental ;Compulsory;;Tourism and Travel Management;7810103;
20;ACC1002;Introduction to Accounting;3;Fundamental ;Compulsory;;Tourism and Travel Management;7810103;
21;MGT2002;Introduction to Business;3;Fundamental ;Compulsory;;Tourism and Travel Management;7810103;
22;STA2002;Statistics for Business and Economics;3;Fundamental ;Compulsory;;Tourism and Travel Management;7810103;
23;TOU3008;Strategy in Tourism;3;Major;Compulsory;;Tourism and Travel Management;7810103;
24;TOU3047;Supervision in the Hospitality Industry;3;Major;Compulsory;;Tourism and Travel Management;7810103;
25;TOU3002;Service Operation Management;3;Major;Compulsory;;Tourism and Travel Management;7810103;
26;TOU3009;Hospitality Financial Management;3;Major;Compulsory;;Tourism and Travel Management;7810103;
27;TOU3001;Introduction to Tourism;3;Major;Compulsory;;Tourism and Travel Management;7810103;
28;ACC2002;Management Accounting;3;Major;Elective;;Tourism and Travel Management;7810103;
29;MGT3011;Entrepreneurship;3;Major;Elective;;Tourism and Travel Management;7810103;
30;IBS3007;Cross-cultural Management;3;Major;Elective;;Tourism and Travel Management;7810103;
31;TOU3048;Destination Management;3;Major;Elective;;Tourism and Travel Management;7810103;
32;COM3003;Customer Relationship Management;3;Major;Elective;;Tourism and Travel Management;7810103;
33;COM3010;Design Thinking and Customer Experience;3;Major;Elective;;Tourism and Travel Management;7810103;
34;HOS3001;Service Marketing;3;Specialized;Compulsory;Tourism Business Management;Tourism and Travel Management;7810103;781010301
35;TOU3005;Tourguiding;2;Specialized;Compulsory;Tourism Business Management;Tourism and Travel Management;7810103;781010301
36;TOU3055;Hotel Operations;3;Specialized;Compulsory;Tourism Business Management;Tourism and Travel Management;7810103;781010301
37;LAW3042;Law on Tourism;2;Specialized;Compulsory;Tourism Business Management;Tourism and Travel Management;7810103;781010301
38;TOU3046;Tour Operator Management;3;Specialized;Compulsory;Tourism Business Management;Tourism and Travel Management;7810103;781010301
39;TOU3054;Hospitality Management;2;Specialized;Compulsory;Tourism Business Management;Tourism and Travel Management;7810103;781010301
40;HOS3021;Restaurant Management;2;Specialized;Compulsory;Tourism Business Management;Tourism and Travel Management;7810103;781010301
41;TOU3026;Human Resource Management in the Tourism Industry;3;Specialized;Compulsory;Tourism Business Management;Tourism and Travel Management;7810103;781010301
42;TOU3051;Event Management;3;Specialized;Compulsory;Tourism Business Management;Tourism and Travel Management;7810103;781010301
43;TOU3056;Tour Design and Operation;2;Specialized;Compulsory;Tourism Business Management;Tourism and Travel Management;7810103;781010301
44;ENG3002;English for Tourism;3;Specialized;Compulsory;Tourism Business Management;Tourism and Travel Management;7810103;781010301
45;TOU3059;Travel Agency & Online Booking;2;Specialized;Compulsory;Tourism Business Management;Tourism and Travel Management;7810103;781010301
46;HOS3009;Software Application In Hotel;3;Specialized;Compulsory;Tourism Business Management;Tourism and Travel Management;7810103;781010301
47;TOU3032;Vietnamese Culture;2;Specialized;Compulsory;Tourism Business Management;Tourism and Travel Management;7810103;781010301
48;TOU3010;Tourism Geography;2;Specialized;Elective;Tourism Business Management;Tourism and Travel Management;7810103;781010301
49;TOU3052;Occupational Internship;3;Specialized;Elective;Tourism Business Management;Tourism and Travel Management;7810103;781010301
50;TOU3060;Tour Selling Skills;2;Specialized;Elective;Tourism Business Management;Tourism and Travel Management;7810103;781010301
51;MKT3007;Digital Marketing;3;Specialized;Elective;Tourism Business Management;Tourism and Travel Management;7810103;781010301
52;MKT3024;Social Media and Mobile Marketing;3;Specialized;Elective;Tourism Business Management;Tourism and Travel Management;7810103;781010301
53;RMD3001;Research Methodology;2;Specialized;Elective;Tourism Business Management;Tourism and Travel Management;7810103;781010301
54;TOU3028;Administrative Formalities in Tour Operation;3;Specialized;Elective;Tourism Business Management;Tourism and Travel Management;7810103;781010301
55;COM3001;E - Commerce;3;Specialized;Elective;Tourism Business Management;Tourism and Travel Management;7810103;781010301
56;TOU3023;Mice Tourism;2;Specialized;Elective;Tourism Business Management;Tourism and Travel Management;7810103;781010301
57;TOU3057;Regulations and Legal Procedures in Organising Events;2;Specialized;Compulsory;Event Management;Tourism and Travel Management;7810103;781010302
58;MKT3019;Online Marketing Communication Tool;3;Specialized;Compulsory;Event Management;Tourism and Travel Management;7810103;781010302
59;TOU3023;Mice Tourism;2;Specialized;Compulsory;Event Management;Tourism and Travel Management;7810103;781010302
60;TOU3034;Event Coordination and Production;3;Specialized;Compulsory;Event Management;Tourism and Travel Management;7810103;781010302
61;TOU3035;Event Fundraising and Sponsorship;3;Specialized;Compulsory;Event Management;Tourism and Travel Management;7810103;781010302
62;TOU3037;Master of Ceremonies & Cheerleader;2;Specialized;Compulsory;Event Management;Tourism and Travel Management;7810103;781010302
63;TOU3038;Marketing Events;3;Specialized;Compulsory;Event Management;Tourism and Travel Management;7810103;781010302
64;TOU3039;Introduction to Event Management;2;Specialized;Compulsory;Event Management;Tourism and Travel Management;7810103;781010302
65;TOU3040;Management Project Events;3;Specialized;Compulsory;Event Management;Tourism and Travel Management;7810103;781010302
66;TOU3041;Event Logistics Management;3;Specialized;Compulsory;Event Management;Tourism and Travel Management;7810103;781010302
67;TOU3058;Risk Management for Event;2;Specialized;Compulsory;Event Management;Tourism and Travel Management;7810103;781010302
68;TOU3043;Event Design & Decoration;3;Specialized;Compulsory;Event Management;Tourism and Travel Management;7810103;781010302
69;ENG3002;English for Tourism;3;Specialized;Compulsory;Event Management;Tourism and Travel Management;7810103;781010302
70;TOU3036;Consumer Behavior in Events;2;Specialized;Elective;Event Management;Tourism and Travel Management;7810103;781010302
71;TOU3053;Occupational Internship;3;Specialized;Elective;Event Management;Tourism and Travel Management;7810103;781010302
72;MKT3007;Digital Marketing;3;Specialized;Elective;Event Management;Tourism and Travel Management;7810103;781010302
73;TOU3024;Consumer Behavior in Tourism;2;Specialized;Elective;Event Management;Tourism and Travel Management;7810103;781010302
74;RMD3001;Research Methodology;2;Specialized;Elective;Event Management;Tourism and Travel Management;7810103;781010302
75;TOU3046;Tour Operator Management;3;Specialized;Elective;Event Management;Tourism and Travel Management;7810103;781010302
76;TOU3054;Hospitality Management;2;Specialized;Elective;Event Management;Tourism and Travel Management;7810103;781010302
77;HOS3021;Restaurant Management;2;Specialized;Elective;Event Management;Tourism and Travel Management;7810103;781010302
78;TOU3056;Tour Design and Operation;2;Specialized;Elective;Event Management;Tourism and Travel Management;7810103;781010302
79;HOS4001;Practical Report for Graduation Purpose;4;Specialized;Elective;;Tourism and Travel Management;7810103;
80;HOS4002;Graduation Thesis;10;Specialized;Elective;;Tourism and Travel Management;7810103;
81;HOS4099;Graduation Project;10;Specialized;Elective;;Tourism and Travel Management;7810103;
1;SMT1005;Marxist-Leninist Philosophy;3;General;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
2;SMT1006;Political Economics of Marxism-Leninism;2;General;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
3;SMT1007;Scientific Socialism;2;General;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
4;SMT1008;History of Vietnamese Communist Party;2;General;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
5;SMT1004;Ho Chi Minh Thought;2;General;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
6;LAW1001;General Law;2;General;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
7;TOU1001;Business Communication;3;General;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
8;MGT1001;Microeconomics;3;General;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
9;ECO1001;Macroeconomics;3;General;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
10;MGT1002;Management;3;General;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
11;ENGELE1;English Elementary 1;3;General;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
12;ENGELE2;English Elementary 2;4;General;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
13;ENG2015;English Communication 1;3;General;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
14;ENG2016;English Communication 2 ;3;General;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
15;ENG2017;English Composition B1 ;2;General;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
16;HRM2001;Organizational Behavior;3;Fundamental ;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
17;MIS2002;Management Information Systems;3;Fundamental ;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
18;IBS2001;International Business;3;Fundamental ;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
19;MKT2001;Principles of Marketing;3;Fundamental ;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
20;ACC1002;Introduction to Accounting;3;Fundamental ;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
21;MGT2002;Introduction to Business;3;Fundamental ;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
22;STA2002;Statistics for Business and Economics;3;Fundamental ;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
23;TOU3008;Strategy in Tourism;3;Major;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
24;TOU3047;Supervision in the Hospitality Industry;3;Major;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
25;TOU3002;Service Operation Management;3;Major;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
26;TOU3009;Hospitality Financial Management;3;Major;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
27;TOU3001;Introduction to Tourism;3;Major;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
28;TOU3024;Consumer Behavior in Tourism;2;Major;Elective;Hospitality Management;Hospitality Management;7810201;781020101
29;ACC2002;Management Accounting;3;Major;Elective;Hospitality Management;Hospitality Management;7810201;781020101
30;MGT3011;Entrepreneurship;3;Major;Elective;Hospitality Management;Hospitality Management;7810201;781020101
31;IBS3007;Cross-cultural Management;3;Major;Elective;Hospitality Management;Hospitality Management;7810201;781020101
32;TOU3048;Destination Management;3;Major;Elective;Hospitality Management;Hospitality Management;7810201;781020101
33;COM3010;Design Thinking and Customer Experience;3;Major;Elective;Hospitality Management;Hospitality Management;7810201;781020101
34;TOU3032;Vietnamese Culture;2;Specialized;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
35;HOS3013;Cost Control in the Hotel;2;Specialized;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
36;HOS3018;Occupational Internship;3;Specialized;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
37;HOS3001;Service Marketing;3;Specialized;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
38;HOS3017;Occupational skills in housekeeping;2;Specialized;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
39;TOU3049;Occupational Skills in Reception;2;Specialized;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
40;TOU3050;Occupational skills in restaurant;2;Specialized;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
41;HOS3002;Introduction to Hospitality;2;Specialized;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
42;LAW3042;Law on Tourism;2;Specialized;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
43;HOS3005;Back Office Operations;3;Specialized;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
44;HOS3019;Housekeeping Management;2;Specialized;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
45;HOS3020;Hotel Front Office Management;2;Specialized;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
46;HOS3021;Restaurant Management;2;Specialized;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
47;TOU3026;Human Resource Management in the Tourism Industry;3;Specialized;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
48;ENG3002;English for Tourism;3;Specialized;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
49;HOS3009;Software Application In Hotel;3;Specialized;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
50;HOS3010;Hospitality Security And Safety;2;Specialized;Elective;Hospitality Management;Hospitality Management;7810201;781020101
51;HOS3011;Introduction of Spa Industry;2;Specialized;Elective;Hospitality Management;Hospitality Management;7810201;781020101
52;HOS3014;Hotel Room Selling Skills;2;Specialized;Elective;Hospitality Management;Hospitality Management;7810201;781020101
53;MKT3007;Digital Marketing;3;Specialized;Elective;Hospitality Management;Hospitality Management;7810201;781020101
54;MKT3024;Social Media and Mobile Marketing;3;Specialized;Elective;Hospitality Management;Hospitality Management;7810201;781020101
55;RMD3001;Research Methodology;2;Specialized;Elective;Hospitality Management;Hospitality Management;7810201;781020101
56;HOS3016;Bar and Bartending Management;2;Specialized;Elective;Hospitality Management;Hospitality Management;7810201;781020101
57;TOU3051;Event Management;3;Specialized;Elective;Hospitality Management;Hospitality Management;7810201;781020101
58;COM3001;E - Commerce;3;Specialized;Elective;Hospitality Management;Hospitality Management;7810201;781020101
59;HOS4001;Practical Report for Graduation Purpose;4;Specialized;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
60;HOS4002;Graduation Thesis;10;Specialized;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
61;HOS4099;Graduation Project;10;Specialized;Compulsory;Hospitality Management;Hospitality Management;7810201;781020101
1;SMT1005;Marxist-Leninist Philosophy;3;General;Compulsory;Accounting;Accounting;7340301;734030101
2;SMT1006;Political Economics of Marxism-Leninism;2;General;Compulsory;Accounting;Accounting;7340301;734030101
3;SMT1007;Scientific Socialism;2;General;Compulsory;Accounting;Accounting;7340301;734030101
4;SMT1008;History of Vietnamese Communist Party;2;General;Compulsory;Accounting;Accounting;7340301;734030101
5;SMT1004;Ho Chi Minh Thought;2;General;Compulsory;Accounting;Accounting;7340301;734030101
6;LAW1001;General Law;2;General;Compulsory;Accounting;Accounting;7340301;734030101
7;TOU1001;Business Communication;3;General;Compulsory;Accounting;Accounting;7340301;734030101
8;MIS1002;IT for Business;3;General;Compulsory;Accounting;Accounting;7340301;734030101
9;MAT1001;Applied Mathematics for Economics and Business;3;General;Compulsory;Accounting;Accounting;7340301;734030101
10;MGT1001;Microeconomics;3;General;Compulsory;Accounting;Accounting;7340301;734030101
11;ECO1001;Macroeconomics;3;General;Compulsory;Accounting;Accounting;7340301;734030101
12;MGT1002;Management;3;General;Compulsory;Accounting;Accounting;7340301;734030101
13;ENGELE1;English Elementary 1;3;General;Compulsory;Accounting;Accounting;7340301;734030101
14;ENGELE2;English Elementary 2;4;General;Compulsory;Accounting;Accounting;7340301;734030101
15;ENG2015;English Communication 1;3;General;Compulsory;Accounting;Accounting;7340301;734030101
16;ENG2016;English Communication 2 ;3;General;Compulsory;Accounting;Accounting;7340301;734030101
17;ENG2017;English Composition B1 ;2;General;Compulsory;Accounting;Accounting;7340301;734030101
18;HRM2001;Organizational Behavior;3;Fundamental ;Compulsory;Accounting;Accounting;7340301;734030101
19;MIS2002;Management Information Systems;3;Fundamental ;Compulsory;Accounting;Accounting;7340301;734030101
20;IBS2001;International Business;3;Fundamental ;Compulsory;Accounting;Accounting;7340301;734030101
21;LAW2001;Business Law;3;Fundamental ;Compulsory;Accounting;Accounting;7340301;734030101
22;MKT2001;Principles of Marketing;3;Fundamental ;Compulsory;Accounting;Accounting;7340301;734030101
23;ACC1002;Introduction to Accounting;3;Fundamental ;Compulsory;Accounting;Accounting;7340301;734030101
24;MGT2002;Introduction to Business;3;Fundamental ;Compulsory;Accounting;Accounting;7340301;734030101
25;FIN2001;Financial Markets and Institutions;3;Fundamental ;Compulsory;Accounting;Accounting;7340301;734030101
26;STA2002;Statistics for Business and Economics;3;Fundamental ;Compulsory;Accounting;Accounting;7340301;734030101
27;ENG3001;Business English;3;Fundamental ;Compulsory;Accounting;Accounting;7340301;734030101
28;ACC2001;Financial Accounting 1;3;Major;Compulsory;Accounting;Accounting;7340301;734030101
29;ACC2002;Management Accounting;3;Major;Compulsory;Accounting;Accounting;7340301;734030101
30;ACC2004;Accounting in Public Sector;3;Major;Compulsory;Accounting;Accounting;7340301;734030101
31;ACC3001;Financial Accounting 2;3;Major;Compulsory;Accounting;Accounting;7340301;734030101
32;FIN3004;Corporate Finance;3;Major;Compulsory;Accounting;Accounting;7340301;734030101
33;ACC3015;Corporate Governance and Professional Accounting;2;Major;Elective;Accounting;Accounting;7340301;734030101
34;AUD3004;Internal Control;3;Major;Elective;Accounting;Accounting;7340301;734030101
35;ELC3020;Data Science for Business;3;Major;Elective;Accounting;Accounting;7340301;734030101
36;FIN3002;Investments;3;Major;Elective;Accounting;Accounting;7340301;734030101
37;RMD3001;Research Methodology;2;Major;Elective;Accounting;Accounting;7340301;734030101
38;ACC3005;Company Accounting;3;Specialized;Compulsory;Accounting;Accounting;7340301;734030101
39;ACC3006;Financial Statement Analysis and Valuation;3;Specialized;Compulsory;Accounting;Accounting;7340301;734030101
40;ACC3007;Tax Accounting;3;Specialized;Compulsory;Accounting;Accounting;7340301;734030101
41;ACC3008;Accounting Information Systems;3;Specialized;Compulsory;Accounting;Accounting;7340301;734030101
42;ACC3010;Accounting Practice;3;Specialized;Compulsory;Accounting;Accounting;7340301;734030101
43;ACC3012;Cost Accounting;3;Specialized;Compulsory;Accounting;Accounting;7340301;734030101
44;AUD3005;Auditing;3;Specialized;Compulsory;Accounting;Accounting;7340301;734030101
45;ACC3013;Environmental Accounting;3;Specialized;Elective;Accounting;Accounting;7340301;734030101
46;ACC3014;Data Analytics for Accounting;3;Specialized;Elective;Accounting;Accounting;7340301;734030101
47;ACC3016;Public Sector Accounting Standards;3;Specialized;Elective;Accounting;Accounting;7340301;734030101
48;ACC3017;International Accounting Reporting Standards;3;Specialized;Elective;Accounting;Accounting;7340301;734030101
49;AUD3003;Performance Auditing;3;Specialized;Elective;Accounting;Accounting;7340301;734030101
50;BAN3004;Accounting for Banking;3;Specialized;Elective;Accounting;Accounting;7340301;734030101
51;FIN3010;Financial Modelling;3;Specialized;Elective;Accounting;Accounting;7340301;734030101
59;ACC4001;Practical Report for Graduation Purpose;4;Specialized;Elective;Accounting;Accounting;7340301;734030101
60;ACC4002;Graduation Thesis;10;Specialized;Elective;Accounting;Accounting;7340301;734030101
1;ECO1001;Macroeconomics;3;General;Compulsory;Auditing;Auditing;7340302;734030201
2;ENG2015;English Communication 1;3;General;Compulsory;Auditing;Auditing;7340302;734030201
3;ENG2016;English Communication 2 ;3;General;Compulsory;Auditing;Auditing;7340302;734030201
4;ENG2017;English Composition B1 ;2;General;Compulsory;Auditing;Auditing;7340302;734030201
5;ENGELE1;English Elementary 1;3;General;Compulsory;Auditing;Auditing;7340302;734030201
6;ENGELE2;English Elementary 2;4;General;Compulsory;Auditing;Auditing;7340302;734030201
7;LAW1001;General Law;2;General;Compulsory;Auditing;Auditing;7340302;734030201
8;MAT1001;Applied Mathematics for Economics and Business;3;General;Compulsory;Auditing;Auditing;7340302;734030201
9;MGT1001;Microeconomics;3;General;Compulsory;Auditing;Auditing;7340302;734030201
10;MGT1002;Management;3;General;Compulsory;Auditing;Auditing;7340302;734030201
11;MIS1002;IT for Business;3;General;Compulsory;Auditing;Auditing;7340302;734030201
12;SMT1004;Ho Chi Minh Thought;2;General;Compulsory;Auditing;Auditing;7340302;734030201
13;SMT1005;Marxist-Leninist Philosophy;3;General;Compulsory;Auditing;Auditing;7340302;734030201
14;SMT1006;Political Economics of Marxism-Leninism;2;General;Compulsory;Auditing;Auditing;7340302;734030201
